Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate
Post_2204,tiktok,gaming,live stream,india,2443283,82547,85481,19090,low,187118,7.658466088455573
Post_2205,youtube,challenge,video,germany,4037538,373205,89453,48449,high,511107,12.658877761645835
Post_2206,youtube,tech,reel,japan,378803,367221,69287,15299,high,451807,119.27228665031693
Post_2207,youtube,music,live stream,germany,591859,475173,79780,15871,low,570824,96.44594405086346
Post_2208,youtube,dance,post,australia,1035827,207082,54620,2009,medium,263711,25.4589810846792
Post_2209,tiktok,education,live stream,japan,2114199,130092,77083,28834,medium,236009,11.163045673562424
Post_2210,youtube,education,reel,brazil,4909844,224556,76869,28192,medium,329617,6.713390486540917
Post_2211,twitter,fitness,post,usa,2756985,167281,38374,11465,low,217120,7.875269542634436
Post_2212,tiktok,comedy,video,brazil,4854526,409766,24084,33526,high,467376,9.62763408827144
Post_2213,youtube,challenge,live stream,germany,2968614,8940,55512,39938,high,104390,3.516455827534331
Post_2214,instagram,challenge,post,brazil,261001,277498,57943,20924,low,356365,136.5377910429462
Post_2215,instagram,fashion,video,uk,1136022,158575,56196,15648,high,230419,20.28296987206234
Post_2216,youtube,gaming,shorts,japan,2831737,137353,78616,8365,high,224334,7.922134011739085
Post_2217,twitter,education,tweet,canada,3681125,234402,12937,11806,low,259145,7.039831573228293
Post_2218,instagram,comedy,video,australia,213956,293513,50197,22937,low,366647,171.3656078819944
Post_2219,twitter,education,tweet,canada,175511,168183,60981,48874,low,278038,158.41628160058343
Post_2220,instagram,viral,video,india,517316,364221,48454,32308,high,444983,86.01763718887489
Post_2221,instagram,fitness,tweet,brazil,2776258,317373,95587,17971,high,430931,15.522008401236484
Post_2222,instagram,music,video,brazil,3603843,331779,44762,42966,medium,419507,11.64054593943188
Post_2223,youtube,comedy,tweet,australia,965294,180682,20214,10817,medium,211713,21.93248896191212
Post_2224,youtube,tech,shorts,uk,4513431,496958,8179,42318,low,547455,12.12946425900828
Post_2225,instagram,gaming,live stream,usa,3087010,167365,34302,37657,high,239324,7.75261498990933
Post_2226,tiktok,education,post,brazil,2979191,471046,81457,11460,low,563963,18.93007195577591
Post_2227,instagram,education,video,canada,646803,49231,73332,4583,high,127146,19.657608267123063
Post_2228,youtube,music,post,uk,2711276,358664,90509,24286,medium,473459,17.46258957037203
Post_2229,twitter,gaming,post,usa,4210489,127953,19306,21718,low,168977,4.013239317333451
Post_2230,tiktok,education,reel,australia,3384848,210894,82911,24114,high,317919,9.392415848510776
Post_2231,tiktok,music,tweet,germany,4799072,236114,47386,40537,low,324037,6.752076234738716
Post_2232,youtube,fitness,video,brazil,3371495,283970,78225,32830,medium,395025,11.716612363358095
Post_2233,tiktok,viral,reel,uk,28185,105103,37939,16406,low,159448,565.7193542664538
Post_2234,youtube,music,post,usa,3573243,450012,69135,30432,low,549579,15.380398142527671
Post_2235,instagram,comedy,shorts,germany,182764,157348,86537,11664,low,255549,139.824582521722
Post_2236,twitter,education,reel,india,3380696,215220,38005,6655,high,259880,7.6871744753151425
Post_2237,twitter,fashion,post,germany,3978070,428088,56427,5317,low,489832,12.31330770951743
Post_2238,tiktok,challenge,shorts,japan,4673322,65950,25445,8429,low,99824,2.136039416928686
Post_2239,youtube,challenge,post,canada,940572,408240,54144,49611,medium,511995,54.43442926219364
Post_2240,tiktok,gaming,post,australia,1669794,228462,53780,38340,medium,320582,19.19889519305974
Post_2241,tiktok,comedy,tweet,canada,2204106,441761,7826,15774,low,465361,21.113367505918497
Post_2242,twitter,fitness,live stream,uk,1815867,356490,24330,35584,high,416404,22.931415131174255
Post_2243,twitter,tech,video,india,2654590,488135,71550,15800,low,575485,21.678865662870724
Post_2244,youtube,viral,post,germany,1816000,113659,22679,34146,low,170484,9.387885462555067
Post_2245,tiktok,challenge,tweet,india,4524217,407316,32931,25862,medium,466109,10.30253411805844
Post_2246,twitter,fitness,tweet,india,4946908,203142,39890,30878,high,273910,5.536994017273011
Post_2247,youtube,fashion,post,brazil,724235,54370,44166,41676,low,140212,19.36001435997984
Post_2248,twitter,tech,tweet,canada,4549360,280796,69638,48578,low,399012,8.770728190338861
Post_2249,twitter,viral,tweet,australia,3294369,278905,91660,30693,low,401258,12.180117042140695
Post_2250,youtube,challenge,post,australia,1131562,73853,82394,40738,medium,196985,17.40823746290526
Post_2251,tiktok,comedy,tweet,australia,994341,435936,50179,47236,low,533351,53.63864106981408
Post_2252,tiktok,fashion,shorts,usa,4461411,195035,1636,17389,medium,214060,4.798033626581367
Post_2253,youtube,music,video,usa,3906243,385981,34390,20819,medium,441190,11.294484239715757
Post_2254,tiktok,education,tweet,japan,37444,248092,97919,7879,medium,353890,945.1180429441299
Post_2255,youtube,comedy,reel,japan,1406957,197077,91374,827,high,289278,20.560543072744938
Post_2256,tiktok,dance,tweet,brazil,3614546,30253,6220,8336,medium,44809,1.2396854266068271
Post_2257,twitter,viral,tweet,usa,2173237,348685,72757,47567,high,469009,21.58112529834528
Post_2258,youtube,fashion,reel,uk,3512308,352367,48651,30525,high,431543,12.286593316987007
Post_2259,instagram,fitness,post,uk,3336371,199406,96109,1573,low,297088,8.904525306088562
Post_2260,tiktok,music,live stream,australia,1792773,196111,17185,44558,high,257854,14.382969846154534
Post_2261,youtube,tech,post,usa,1164487,190936,74111,26606,low,291653,25.04562094724973
Post_2262,instagram,music,post,usa,3785489,39486,15742,31425,low,86653,2.2890833918682634
Post_2263,youtube,education,shorts,germany,4654860,203449,26065,43151,low,272665,5.857641260961661
Post_2264,tiktok,comedy,shorts,uk,4387433,206254,65523,33431,low,305208,6.956413921306605
Post_2265,instagram,education,live stream,canada,4306085,274903,59924,38017,high,372844,8.65853785979608
Post_2266,youtube,comedy,tweet,brazil,3269493,255001,76660,33928,low,365589,11.181825438990083
Post_2267,twitter,music,live stream,brazil,4226285,275310,91592,30473,medium,397375,9.402465758934857
Post_2268,tiktok,tech,tweet,australia,2188892,461087,83275,9604,high,553966,25.308055399718217
Post_2269,youtube,fashion,post,brazil,770013,8387,28886,19115,low,56388,7.3229932481659405
Post_2270,tiktok,comedy,live stream,india,842016,244313,18044,22699,low,285056,33.85398852278341
Post_2271,twitter,music,live stream,usa,834815,380472,73770,34678,low,488920,58.56626917340968
Post_2272,youtube,challenge,post,brazil,4935280,316067,91218,33572,low,440857,8.932765719472858
Post_2273,instagram,dance,post,india,2610314,497448,37488,3751,high,538687,20.63686590961854
Post_2274,twitter,fitness,post,canada,4043662,11341,12132,24625,medium,48098,1.189466379732035
Post_2275,tiktok,challenge,post,usa,663239,53100,9335,45066,medium,107501,16.20848593041121
Post_2276,youtube,education,tweet,canada,235262,223770,59170,19622,low,302562,128.6064047742517
Post_2277,youtube,fashion,shorts,germany,1011367,148407,85203,37176,high,270786,26.774257020448562
Post_2278,tiktok,gaming,video,canada,958894,353889,26494,34577,high,414960,43.27485624062722
Post_2279,twitter,gaming,post,uk,107075,175627,91997,26950,low,294574,275.10996964744334
Post_2280,instagram,music,shorts,japan,2719250,9766,64708,4376,high,78850,2.899696607520456
Post_2281,instagram,dance,post,canada,4021492,455615,5258,11806,medium,472679,11.75382171592036
Post_2282,twitter,music,reel,india,1668627,338390,82782,10516,high,431688,25.870850705400304
Post_2283,youtube,fashion,tweet,brazil,2589762,395367,91956,27337,high,514660,19.872868626537883
Post_2284,tiktok,challenge,tweet,japan,2706964,164322,27291,40079,high,231692,8.559109023984064
Post_2285,youtube,education,live stream,india,2181994,78102,72816,15652,high,166570,7.633843172804325
Post_2286,tiktok,fashion,shorts,uk,4812866,463457,70334,41360,medium,575151,11.950280768257416
Post_2287,twitter,education,live stream,usa,2737221,143378,97838,36632,high,277848,10.150733170613552
Post_2288,instagram,fitness,video,australia,2986160,146980,99759,23072,medium,269811,9.035383234655878
Post_2289,tiktok,education,live stream,uk,3112218,43412,99638,9495,medium,152545,4.901488263354302
Post_2290,youtube,viral,video,canada,1178987,190093,72698,10056,low,272847,23.142494361685074
Post_2291,twitter,music,shorts,brazil,1850122,59352,19843,7319,high,86514,4.676124061007869
Post_2292,tiktok,education,reel,japan,1135439,146702,92258,22335,medium,261295,23.01268496149947
Post_2293,tiktok,music,post,japan,3273580,255450,69728,20381,high,345559,10.555996798611918
Post_2294,twitter,fitness,live stream,japan,4056000,198488,14421,35350,high,248259,6.120784023668639
Post_2295,twitter,dance,tweet,uk,3783154,75634,72448,27341,high,175423,4.636951073099324
Post_2296,youtube,education,tweet,usa,2798895,117333,64208,22561,medium,204102,7.292234971301174
Post_2297,tiktok,dance,post,germany,516351,64998,8340,6090,high,79428,15.382559537988694
Post_2298,twitter,viral,video,brazil,2758545,191075,62671,43510,high,297256,10.775825661716594
Post_2299,instagram,comedy,post,australia,3467552,147696,27597,48344,medium,223637,6.449420224988696
Post_2300,instagram,comedy,live stream,india,1557711,232504,92705,26887,medium,352096,22.60342258608946
Post_2301,instagram,comedy,video,australia,1703779,308045,85908,45368,high,439321,25.785093019693285
Post_2302,instagram,challenge,tweet,india,2069092,440513,93023,27202,low,560738,27.10067991176806
Post_2303,twitter,fashion,video,usa,3718031,227580,713,33831,medium,262124,7.050075698669538
Post_2304,youtube,comedy,live stream,usa,3431137,116381,42790,46147,medium,205318,5.98396391633444
Post_2305,tiktok,fashion,shorts,germany,4214269,222752,57342,4097,high,284191,6.743541999810643
Post_2306,twitter,education,shorts,uk,4746993,487011,88442,9469,low,584922,12.321947809908293
Post_2307,youtube,music,shorts,australia,3594748,64875,4109,27363,high,96347,2.6802156924490954
Post_2308,tiktok,education,live stream,japan,1006386,96310,36336,12500,medium,145146,14.422497928230321
Post_2309,youtube,education,video,canada,2899934,201125,90937,32201,high,324263,11.181737239537176
Post_2310,youtube,tech,live stream,canada,332524,334771,62559,49605,high,446935,134.40683980705154
Post_2311,instagram,gaming,shorts,canada,1085496,253431,33825,31215,low,318471,29.3387538968361
Post_2312,twitter,music,tweet,canada,4101021,136771,88796,4043,medium,229610,5.598849652318289
Post_2313,twitter,tech,reel,germany,2531742,387241,7902,4038,low,399181,15.767048933106137
Post_2314,twitter,gaming,tweet,australia,3561668,293915,74678,26781,medium,395374,11.100810069888603
Post_2315,youtube,gaming,reel,usa,2672532,448134,21213,18748,low,488095,18.26339216892445
Post_2316,tiktok,challenge,video,australia,4720948,4313,9479,36144,high,49936,1.0577536545626007
Post_2317,tiktok,education,live stream,uk,1067880,428558,44337,33150,high,506045,47.38781511031202
Post_2318,youtube,comedy,reel,usa,1820646,426986,84306,37105,low,548397,30.12101199244664
Post_2319,youtube,fitness,shorts,australia,3068330,12455,15628,1032,low,29115,0.9488875055812119
Post_2320,instagram,challenge,reel,canada,3082916,70195,7912,15188,medium,93295,3.0261933831476435
Post_2321,instagram,fashion,reel,japan,1946599,162862,98819,40097,high,301778,15.502833403284393
Post_2322,tiktok,education,tweet,usa,2528340,193265,42231,11761,high,247257,9.779420489332923
Post_2323,youtube,music,video,australia,3464416,130550,75762,46478,low,252790,7.296756509610855
Post_2324,tiktok,education,live stream,canada,2993394,381818,62760,25589,high,470167,15.706819750423767
Post_2325,tiktok,tech,reel,australia,3347578,376879,24479,27327,medium,428685,12.805825584945293
Post_2326,instagram,challenge,reel,australia,829327,240625,50607,2433,high,293665,35.41003729530089
Post_2327,instagram,education,video,japan,3940342,210349,63035,33406,low,306790,7.785872393817593
Post_2328,youtube,gaming,shorts,india,3371209,159590,1231,32209,high,193030,5.725839009091397
Post_2329,youtube,challenge,live stream,germany,748460,229548,23753,13759,low,267060,35.68126553189215
Post_2330,youtube,education,tweet,india,4499716,319387,40397,975,high,360759,8.017372651962924
Post_2331,instagram,viral,shorts,canada,4465663,253096,56168,30810,low,340074,7.615308186040908
Post_2332,instagram,comedy,reel,brazil,3605145,490924,80578,11164,medium,582666,16.162068377277475
Post_2333,instagram,fitness,reel,germany,2244659,464647,72133,21371,medium,558151,24.865736844661036
Post_2334,twitter,challenge,post,japan,4869978,319690,93177,4639,medium,417506,8.573057208882668
Post_2335,twitter,tech,reel,uk,152589,231019,38248,15161,high,284428,186.40137886741508
Post_2336,tiktok,challenge,reel,germany,2402078,344828,57963,24529,low,427320,17.78959717378037
Post_2337,twitter,challenge,shorts,usa,1755140,106639,69965,14068,low,190672,10.863634809758766
Post_2338,youtube,fitness,reel,india,3937165,220022,33447,40328,low,293797,7.4621459857537085
Post_2339,instagram,tech,post,usa,4739340,30609,72269,38645,high,141523,2.986133090261513
Post_2340,tiktok,dance,shorts,canada,3831295,342163,18158,42891,low,403212,10.524170026061684
Post_2341,twitter,fashion,post,uk,4395518,177243,14128,38308,medium,229679,5.225299953270582
Post_2342,twitter,viral,tweet,india,3231089,101739,6371,33003,high,141113,4.367351069561996
Post_2343,youtube,fitness,reel,japan,2324440,32741,36375,13921,high,83037,3.572344306585672
Post_2344,youtube,fitness,shorts,canada,3220901,364571,27324,39461,low,431356,13.392401691327985
Post_2345,instagram,challenge,video,canada,358197,302752,72799,21197,medium,396748,110.76251336555025
Post_2346,youtube,fitness,live stream,canada,2580641,123664,69711,7855,low,201230,7.797675073751057
Post_2347,tiktok,challenge,shorts,japan,2681634,368908,27522,23777,medium,420207,15.669811764021487
Post_2348,youtube,viral,video,brazil,1214414,157239,57620,29886,high,244745,20.153341446985955
Post_2349,twitter,fitness,live stream,india,2095372,123030,65568,5739,medium,194337,9.27458226987857
Post_2350,twitter,fashion,shorts,usa,1459934,300011,84049,5584,medium,389644,26.689151701378282
Post_2351,youtube,challenge,reel,usa,4116315,46829,55447,45969,medium,148245,3.6014007674339794
Post_2352,tiktok,gaming,post,india,296788,433928,54838,18371,low,507137,170.87517015512756
Post_2353,youtube,fitness,reel,usa,16896,474590,4148,49986,low,528724,3129.285037878788
Post_2354,instagram,education,shorts,australia,155519,315644,87191,4007,low,406842,261.6027623634411
Post_2355,instagram,music,reel,canada,434344,82529,16899,35321,high,134749,31.02356657395981
Post_2356,twitter,tech,reel,japan,901026,172427,47033,4198,medium,223658,24.822591134994994
Post_2357,twitter,gaming,post,uk,2091073,475472,4277,34762,medium,514511,24.605118998715014
Post_2358,twitter,fashion,reel,australia,1592524,410109,38169,2232,low,450510,28.2890556123487
Post_2359,instagram,dance,post,japan,1567332,378583,88750,33441,low,500774,31.950729009552536
Post_2360,tiktok,dance,video,india,583548,159734,5218,18625,medium,183577,31.458766031243357
Post_2361,youtube,dance,shorts,canada,3589977,378797,16666,45806,low,441269,12.291694347902506
Post_2362,tiktok,fashion,live stream,japan,2142186,145976,95970,8679,medium,250625,11.69949761598666
Post_2363,twitter,tech,live stream,australia,3887527,400205,11490,12108,medium,423803,10.901609172103498
Post_2364,instagram,dance,reel,canada,3265277,458051,29284,27213,high,514548,15.758173043205828
Post_2365,instagram,fitness,video,usa,2468546,184286,40314,40022,medium,264622,10.719751627071158
Post_2366,tiktok,fitness,tweet,canada,2069657,384667,92434,33853,medium,510954,24.687858906089268
Post_2367,youtube,challenge,tweet,australia,4289977,96645,89277,22760,low,208682,4.864408363960926
Post_2368,youtube,comedy,live stream,japan,274569,84850,78663,22317,low,185830,67.68061944356427
Post_2369,instagram,viral,video,japan,4530657,343884,23584,33459,low,400927,8.849202223871727
Post_2370,tiktok,education,tweet,uk,784735,222216,18478,15303,high,255997,32.622095357031355
Post_2371,tiktok,gaming,video,australia,3640704,122275,69449,39348,low,231072,6.34690433498576
Post_2372,twitter,fashion,tweet,canada,4201548,235903,65461,45899,low,347263,8.265120379441102
Post_2373,instagram,viral,reel,uk,2674421,365369,78273,45815,high,489457,18.301419260467966
Post_2374,twitter,fitness,post,usa,2944740,49038,74344,44081,high,167463,5.686851810346584
Post_2375,youtube,fitness,live stream,australia,1417380,466880,27498,31415,high,525793,37.09612101200807
Post_2376,twitter,challenge,tweet,canada,3439140,412155,15138,23614,low,450907,13.111039387753914
Post_2377,tiktok,gaming,live stream,japan,1673508,79020,91806,20155,high,190981,11.412015956900117
Post_2378,twitter,gaming,video,australia,1053561,469326,72822,39659,low,581807,55.222905935204516
Post_2379,twitter,comedy,reel,usa,2030811,448529,13583,24483,medium,486595,23.96062459775922
Post_2380,twitter,fashion,tweet,uk,4210620,188460,2003,44118,medium,234581,5.571174791360892
Post_2381,tiktok,education,post,germany,2449143,142284,86663,26545,high,255492,10.431893931877395
Post_2382,youtube,fashion,live stream,uk,1530621,127327,89084,33491,low,249902,16.32683727715744
Post_2383,instagram,challenge,tweet,japan,4848430,366691,47997,35753,low,450441,9.290450723223806
Post_2384,youtube,challenge,video,india,4303440,2761,98789,28154,high,129704,3.013960924283829
Post_2385,youtube,gaming,tweet,brazil,1334444,480156,75315,4080,high,559551,41.93139614700954
Post_2386,twitter,challenge,post,brazil,4476612,393831,51315,38941,medium,484087,10.813691246862582
Post_2387,twitter,music,live stream,india,175519,468536,73583,28742,high,570861,325.24171172351714
Post_2388,tiktok,tech,reel,uk,2101312,299542,6451,23831,low,329824,15.69609843754759
Post_2389,instagram,music,reel,canada,203200,218590,72764,34315,low,325669,160.2701771653543
Post_2390,tiktok,challenge,live stream,usa,3105849,19437,81661,30275,low,131373,4.2298579229061035
Post_2391,twitter,viral,tweet,japan,1633210,436819,60378,21976,high,519173,31.78850239711978
Post_2392,tiktok,challenge,video,japan,2035775,228933,57754,21473,high,308160,15.13723274919871
Post_2393,tiktok,fitness,post,india,3600594,292122,20092,46352,low,358566,9.958523510287469
Post_2394,youtube,education,post,canada,885219,120632,61893,2148,medium,184673,20.861843227495118
Post_2395,instagram,challenge,tweet,usa,3171786,50849,1646,20221,medium,72716,2.2925884659305513
Post_2396,tiktok,challenge,reel,uk,3810326,307848,55932,4856,high,368636,9.674657758942411
Post_2397,instagram,dance,video,australia,103897,39137,23566,43482,high,106185,102.20218100618882
Post_2398,instagram,comedy,reel,india,267595,196017,71829,28958,medium,296804,110.91537584782974
Post_2399,twitter,viral,shorts,usa,859794,253727,18939,7344,medium,280010,32.56710328287939
Post_2400,instagram,music,tweet,australia,1032172,63781,81612,41902,high,187295,18.145716024073508
Post_2401,tiktok,challenge,video,usa,4207986,433397,76452,4641,high,514490,12.226514061596212
Post_2402,twitter,dance,post,germany,4256325,88247,44482,34984,low,167713,3.940324105889471
Post_2403,tiktok,viral,video,usa,416662,334892,26921,5078,high,366891,88.05482621405359
Post_2404,twitter,music,tweet,japan,3438856,106702,82635,48353,medium,237690,6.911891629076647
Post_2405,twitter,comedy,video,uk,270796,352250,73303,40986,medium,466539,172.28430257463182
Post_2406,tiktok,music,shorts,india,168375,59089,63545,31044,high,153678,91.27126948775056
Post_2407,tiktok,comedy,tweet,india,2605588,324998,11214,20805,low,357017,13.701974372003555
Post_2408,youtube,gaming,reel,canada,1234193,366180,76467,46591,low,489238,39.64031557463055
Post_2409,youtube,education,post,usa,1921686,235328,25763,14304,low,275395,14.330905257154395
Post_2410,youtube,fashion,reel,uk,133339,248507,41515,30406,medium,320428,240.31078679156136
Post_2411,tiktok,comedy,live stream,japan,2027807,181535,68072,3161,medium,252768,12.465091598953943
Post_2412,twitter,dance,tweet,usa,2169060,107786,69766,49507,medium,227059,10.468082948373949
Post_2413,tiktok,tech,live stream,uk,3544861,135885,21914,32733,medium,190532,5.374879297100789
Post_2414,twitter,viral,post,canada,1705105,53294,74926,48281,high,176501,10.35132733761264
Post_2415,youtube,comedy,video,australia,2588183,255730,21342,29577,medium,306649,11.84804165702348
Post_2416,twitter,comedy,tweet,india,2235474,91583,92501,28268,low,212352,9.499193459642116
Post_2417,tiktok,challenge,video,uk,3524223,1184,78674,12101,high,91959,2.6093411228517605
Post_2418,youtube,viral,live stream,uk,1893669,98719,38141,25909,high,162769,8.595430352400552
Post_2419,youtube,fashion,video,brazil,984735,436238,69677,42992,low,548907,55.74159545461469
Post_2420,youtube,fashion,live stream,germany,3801329,179214,62593,37675,low,279482,7.35221813213221
Post_2421,tiktok,tech,tweet,japan,4112956,62765,47325,39189,medium,149279,3.6294820562145573
Post_2422,instagram,fashion,video,germany,4244091,247707,91134,21078,low,359919,8.480473203802653
Post_2423,youtube,dance,reel,brazil,795243,129380,23945,4134,medium,157459,19.800111412486498
Post_2424,instagram,dance,shorts,germany,670647,304751,19252,4825,medium,328828,49.031457681910155
Post_2425,tiktok,viral,reel,germany,1333724,340778,70404,45627,low,456809,34.25063956260816
Post_2426,instagram,tech,tweet,germany,3681863,228168,9128,32280,medium,269576,7.321728157728844
Post_2427,instagram,tech,live stream,india,4466621,479028,75159,13063,low,567250,12.699756706467818
Post_2428,youtube,gaming,tweet,canada,4294256,475876,28764,40435,low,545075,12.693118435416986
Post_2429,twitter,tech,shorts,canada,2668217,489199,86017,44585,medium,619801,23.22903272110177
Post_2430,twitter,fashion,tweet,australia,752874,409136,81870,13101,high,504107,66.9576848184424
Post_2431,instagram,fitness,tweet,japan,2168159,445889,80260,44121,high,570270,26.30203781180255
Post_2432,instagram,comedy,post,uk,4930465,145318,39080,9349,high,193747,3.9295887913208998
Post_2433,twitter,dance,video,canada,4914010,19243,56002,8519,medium,83764,1.704595635743517
Post_2434,twitter,gaming,video,australia,584615,150064,84725,17775,medium,252564,43.201765264319256
Post_2435,youtube,challenge,shorts,japan,1142278,236928,12775,5265,high,254968,22.32101117241162
Post_2436,youtube,education,shorts,india,730387,372363,3897,3722,medium,379982,52.02474852372784
Post_2437,youtube,comedy,live stream,brazil,2023853,456466,20085,32976,high,509527,25.17608739369905
Post_2438,tiktok,music,tweet,canada,2816495,370066,79854,29476,high,479396,17.02101370675254
Post_2439,tiktok,challenge,reel,australia,2586745,404333,74597,46511,medium,525441,20.312825578091385
Post_2440,tiktok,fashion,live stream,india,57063,445321,50056,13751,medium,509128,892.2208786779524
Post_2441,youtube,dance,shorts,japan,3634921,62251,65353,36771,high,164375,4.522106532714191
Post_2442,tiktok,viral,reel,germany,4192386,294804,89443,27277,high,411524,9.81598545553773
Post_2443,youtube,tech,video,usa,3691681,86388,36191,49207,medium,171786,4.653327305365766
Post_2444,tiktok,tech,video,germany,4837671,346397,58957,5374,low,410728,8.490201173250517
Post_2445,tiktok,tech,shorts,japan,2241707,352345,74249,451,medium,427045,19.049991814273675
Post_2446,tiktok,education,video,brazil,2425554,328451,85600,31540,medium,445591,18.370689747579316
Post_2447,youtube,gaming,reel,usa,4400609,235736,85103,19014,high,339853,7.722862903748094
Post_2448,youtube,fashion,live stream,germany,4335484,265736,60002,48789,medium,374527,8.638643344087996
Post_2449,tiktok,gaming,reel,india,2103742,157003,60341,40513,high,257857,12.25706384147866
Post_2450,twitter,tech,reel,usa,576763,467832,41087,8066,medium,516985,89.63560422565247
Post_2451,youtube,tech,reel,japan,1143848,58018,37436,18311,low,113765,9.94581447884684
Post_2452,instagram,gaming,shorts,uk,4356392,411938,75228,24469,low,511635,11.744466521837337
Post_2453,youtube,tech,tweet,japan,405063,366573,35185,36177,medium,437935,108.1152808328581
Post_2454,youtube,fashion,live stream,uk,939082,406358,86675,10858,low,503891,53.65782753795728
Post_2455,youtube,fashion,video,brazil,1911934,414686,62802,17662,low,495150,25.897860491000213
Post_2456,youtube,tech,live stream,germany,1708144,56901,20001,7802,medium,84704,4.958832510608005
Post_2457,tiktok,dance,live stream,canada,4730930,442721,55560,33554,high,531835,11.24165861680473
Post_2458,instagram,gaming,tweet,canada,2361266,184502,87669,13578,medium,285749,12.10151672873789
Post_2459,youtube,gaming,tweet,brazil,3159075,438956,91840,31899,low,562695,17.81201775836281
Post_2460,instagram,dance,tweet,uk,3526448,51600,83324,34949,high,169873,4.817113424045952
Post_2461,tiktok,comedy,shorts,japan,449285,61991,31039,47417,low,140447,31.26011329111811
Post_2462,instagram,fashion,live stream,india,3003531,381398,70031,25141,low,476570,15.866991218003076
Post_2463,tiktok,gaming,live stream,germany,4589879,316201,78508,13106,low,407815,8.885092613552557
Post_2464,twitter,fashion,post,brazil,556209,487912,29642,45365,medium,562919,101.20638105460358
Post_2465,youtube,comedy,shorts,india,3050658,191272,53935,19636,high,264843,8.68150412140594
Post_2466,twitter,challenge,tweet,usa,468718,351338,89790,32094,high,473222,100.96091893206575
Post_2467,tiktok,music,live stream,brazil,1024956,294506,13536,48320,high,356362,34.76851689243246
Post_2468,twitter,challenge,video,germany,2127962,220734,21453,14972,medium,257159,12.084755272885513
Post_2469,twitter,fashion,reel,canada,4856986,291395,99817,7707,high,398919,8.213303476682865
Post_2470,twitter,comedy,post,australia,1318537,324242,11914,19688,low,355844,26.98779025541187
Post_2471,twitter,viral,video,australia,2020909,65259,90445,33608,medium,189312,9.367665738536472
Post_2472,tiktok,music,reel,australia,781134,305684,90185,22404,high,418273,53.54689464291658
Post_2473,instagram,dance,live stream,germany,2349428,91877,14035,48890,high,154802,6.588922920813066
Post_2474,instagram,music,post,canada,3495833,247723,73354,24761,high,345838,9.892863875362467
Post_2475,twitter,comedy,live stream,uk,754145,104586,83802,36911,high,225299,29.874758832850446
Post_2476,tiktok,fashion,shorts,usa,2286322,316805,99649,12197,high,428651,18.74849649349479
Post_2477,youtube,viral,shorts,canada,2307501,358459,4933,24085,medium,387477,16.792062061944936
Post_2478,youtube,fitness,tweet,usa,3047358,462784,10533,18903,low,492220,16.15235229992669
Post_2479,youtube,fitness,reel,canada,3309387,35776,49912,10371,medium,96059,2.902622147243583
Post_2480,tiktok,music,tweet,usa,187729,306823,3693,18459,high,328975,175.23930772549792
Post_2481,twitter,fashion,shorts,australia,3058341,425490,24075,1043,low,450608,14.733739632042338
Post_2482,tiktok,tech,shorts,india,4047723,238367,5924,7164,medium,251455,6.212258101653695
Post_2483,twitter,fitness,reel,australia,1543219,36775,22461,12596,low,71832,4.654686081495886
Post_2484,twitter,comedy,post,uk,1912145,125046,33950,35129,medium,194125,10.152211260129333
Post_2485,tiktok,challenge,video,india,2497149,23114,23917,18942,low,65973,2.6419328602338106
Post_2486,instagram,education,shorts,brazil,220575,200694,61870,17571,medium,280135,127.00215346254109
Post_2487,tiktok,gaming,reel,canada,1373925,83584,5032,45668,medium,134284,9.773750386665938
Post_2488,instagram,gaming,video,canada,3287015,228853,73672,31885,medium,334410,10.173668206564313
Post_2489,tiktok,fitness,tweet,canada,3257070,20757,52198,42698,medium,115653,3.550829426447697
Post_2490,youtube,comedy,reel,canada,2240771,454178,29349,31522,low,515049,22.985347454068265
Post_2491,youtube,comedy,post,usa,1111363,349304,23955,7574,high,380833,34.26720162539152
Post_2492,instagram,gaming,reel,usa,1976709,80323,48505,43372,medium,172200,8.71144918144249
Post_2493,twitter,fashion,reel,brazil,3802774,499236,96550,28438,medium,624224,16.414964444376658
Post_2494,instagram,challenge,live stream,brazil,2827457,65941,46483,48418,medium,160842,5.688574574255241
Post_2495,twitter,viral,video,uk,1452698,161930,17928,18917,medium,198775,13.683160574324463
Post_2496,twitter,gaming,reel,japan,1415487,399428,8466,3334,high,411228,29.052050636989247
Post_2497,tiktok,challenge,reel,brazil,1633680,423061,89011,33365,high,545437,33.38701581705107
Post_2498,instagram,viral,reel,germany,493921,40363,16844,32469,low,89676,18.155939917517173
Post_2499,youtube,music,tweet,uk,2517670,360247,26754,33262,low,420263,16.69253714744188
Post_2500,twitter,fitness,tweet,brazil,2701054,19099,6791,12487,medium,38377,1.42081572600918
Post_2501,tiktok,comedy,tweet,canada,566432,123321,33394,35085,high,191800,33.8610812948421
Post_2502,twitter,dance,post,canada,4087476,19388,12617,13668,high,45673,1.1173888238120542
Post_2503,instagram,music,live stream,japan,1703104,197192,63338,3886,high,264416,15.525534553380183
Post_2504,tiktok,comedy,shorts,germany,4794357,460406,36718,9386,medium,506510,10.564711805983576
Post_2505,twitter,comedy,post,usa,3758458,228695,61603,4448,low,294746,7.842205500234405
Post_2506,twitter,challenge,live stream,brazil,1557528,434353,94792,47416,high,576561,37.0176972741421
